id,target,standard_error,avg_sent_length,subtree_per_sent,subtree_len,subtree_len_by_num,node_types,left_dep,right_dep,total_dep,left_dep_dist,right_dep_dist,dep_dist,pron_ratio,perf_verbs,WRB,DT,JJ,NNS,VBD,IN,NN,PRP,RB,VBN,RP,CC,WDT,VBG,NNP,TO,VB,MD,PRP$,VBP,EX,VBZ,PDT,JJR,NNPS,WP,POS,RBR,RBS,JJS,WP$,'',unique_tags,unique_deps,avg_word_freq,lexical_diversity,lexdiv_wordfreq,Outdoors,Family,Science,Nature,War
7492e758c,-0.954180142,0.468965053,18.53846153846154,65.6923076923077,4.204918032786885,276.2307692307692,0.11764705882352941,2.8536585365853657,1.1951219512195121,2.024390243902439,2.118279569892473,3.4962962962962965,2.9342105263157894,0.12903225806451613,0.2222222222222222,0.0,11,18.0,24.0,12.0,23,33,3.0,9.0,7.0,0.0,13.0,2.0,3.0,8.0,6.0,6.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,11.384615384615385,12.153846153846153,0.0010198057165354336,0.6062992125984252,0.0006183074029388063,0.05485305297309651,0.07396054712570417,0.050941149813289864,0.7691262535182086,0.05111899656970077
e7dca6a96,-1.011278343,0.479459357,24.75,113.625,5.0902090209020905,578.375,0.3333333333333333,4.16,0.96,2.56,2.263157894736842,3.6842105263157894,2.973684210526316,0.0,0.29411764705882354,1.0,22,20.0,22.0,7.0,23,41,0.0,4.0,4.0,0.0,7.0,2.0,2.0,1.0,4.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.125,12.625,0.0005995655236842106,0.6754385964912281,0.0004049696958217914,0.05590013973239361,0.05612417991470454,0.058341901705099605,0.05612444763072296,0.7735093310170793
b55026bd9,0.230335717,0.492035744,6.433333333333334,15.066666666666666,3.1349557522123894,47.233333333333334,0.14814814814814814,2.606060606060606,1.121212121212121,1.8636363636363635,1.4193548387096775,2.237623762376238,1.9263803680981595,0.0,0.0,0.0,30,4.0,0.0,0.0,15,38,0.0,5.0,0.0,1.0,12.0,0.0,0.0,26.0,0.0,4.0,4.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066666666666666,5.833333333333333,0.0014934239726027382,0.3698630136986301,0.0005523622912366291,0.07866177036948199,0.6866658479685896,0.07736242665482378,0.07932685801839583,0.07798309698870882
420b4ae48,0.220971467,0.488543613,7.7407407407407405,17.88888888888889,3.6045548654244306,64.48148148148148,0.1111111111111111,2.9545454545454546,1.4696969696969697,2.212121212121212,1.5303030303030303,2.4655172413793105,2.1263736263736264,0.23809523809523808,0.0,0.0,23,17.0,0.0,0.0,10,27,10.0,12.0,0.0,0.0,20.0,0.0,0.0,24.0,1.0,1.0,0.0,0.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7407407407407405,6.851851851851852,0.0018453813333333335,0.2777777777777778,0.000512605925925926,0.08976198977330709,0.6471280983310347,0.08733913575096729,0.08846871897335419,0.08730205717133692
1c6ffcd35,-0.6052157020000001,0.469127294,7.666666666666667,17.833333333333332,2.9626168224299065,52.83333333333333,0.11475409836065574,2.445945945945946,1.2837837837837838,1.864864864864865,1.3194444444444444,3.0859375,2.45,0.07692307692307693,0.0,4.0,7,11.0,4.0,10.0,11,31,14.0,2.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,0.0,2.0,7.0,0.0,24.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,7.2,5.833333333333333,0.0022130462790697692,0.32558139534883723,0.0007205266955110877,0.0639403391259748,0.7467095809407271,0.06309787838364314,0.06322854916690279,0.06302365238275205
78006971c,-1.340719333,0.464120003,7.555555555555555,17.555555555555557,3.308016877637131,58.074074074074076,0.0625,2.8378378378378377,0.9459459459459459,1.8918918918918919,1.5529411764705883,2.4130434782608696,2.0,0.17073170731707318,0.0,0.0,6,27.0,11.0,0.0,8,29,7.0,13.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888888888888889,6.444444444444445,0.0024733957407407398,0.25925925925925924,0.000641250747599451,0.08640682352466367,0.6536800597145355,0.08510807578766132,0.08808252477684841,0.08672251619629119
08c7bbf09,0.437422852,0.5653595779999999,22.7,93.7,3.985058697972252,373.40000000000003,0.23529411764705882,2.945945945945946,0.8378378378378378,1.8918918918918919,2.5247524752475248,3.5689655172413794,3.0829493087557602,0.28,0.2,1.0,23,14.0,24.0,2.0,27,21,9.0,10.0,6.0,3.0,11.0,1.0,3.0,2.0,5.0,11.0,1.0,5.0,10.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.6,13.4,0.0011633192787610623,0.6991150442477876,0.0008132940090453444,0.052716590202498775,0.29911006314562544,0.5383332336990188,0.053402232684767625,0.05643788026808956
3a91be9ef,0.6246790879999999,0.582305587,11.571428571428571,32.38095238095238,3.0308823529411764,98.14285714285714,0.1346153846153846,2.2739726027397262,0.958904109589041,1.6164383561643836,1.6470588235294117,3.75,2.7837837837837838,0.6764705882352942,0.0,3.0,13,4.0,2.0,27.0,10,31,22.0,8.0,0.0,2.0,7.0,0.0,1.0,15.0,5.0,13.0,4.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,9.19047619047619,8.666666666666666,0.0007533961702127659,0.5212765957446809,0.00039272779085559076,0.05371731269169352,0.7861398499414362,0.05328259579671848,0.053268813931848055,0.05359142763830367
f7c409bed,1.026815279,0.520131757,17.0,67.23076923076923,3.4702517162471396,233.3076923076923,0.16279069767441862,2.6666666666666665,0.8888888888888888,1.7777777777777777,1.9893617021276595,3.8771929824561404,3.0240384615384617,0.20689655172413793,0.0,3.0,17,13.0,14.0,4.0,27,23,17.0,13.0,0.0,0.0,5.0,0.0,2.0,0.0,6.0,22.0,4.0,4.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.846153846153847,11.153846153846153,0.0009907700943396231,0.7452830188679245,0.0007384041269134926,0.0511818065489311,0.5967449303946537,0.24817218752695805,0.050953084874515324,0.05294799065494187
20f3a0c5c,-0.136519785,0.489989263,17.181818181818183,73.72727272727273,4.573366214549939,337.18181818181824,0.15384615384615385,2.659090909090909,0.8409090909090909,1.75,2.6626506024096384,3.0,2.842696629213483,0.06666666666666667,0.15384615384615385,1.0,23,14.0,18.0,2.0,19,25,7.0,7.0,4.0,0.0,4.0,9.0,1.0,0.0,3.0,6.0,3.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.272727272727273,11.272727272727273,0.0007436646732673269,0.6633663366336634,0.0004933221099892169,0.05285924734770774,0.05281660502506966,0.35798353381629583,0.051780512791797184,0.4845601010191295
4840d2cac,-0.26013064,0.4629224870000001,20.818181818181817,70.18181818181819,3.6308290155440415,254.81818181818184,0.18181818181818182,3.8421052631578947,1.105263157894737,2.473684210526316,2.7563025210084033,4.5353535353535355,3.5642201834862384,0.47619047619047616,0.07142857142857142,2.0,24,14.0,12.0,0.0,27,33,11.0,10.0,2.0,4.0,5.0,2.0,5.0,1.0,2.0,7.0,2.0,0.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.363636363636363,11.818181818181818,0.0013271040000000002,0.5849056603773585,0.000776230641509434,0.0490152310169651,0.048342860347768433,0.04804777368494186,0.8061242955028368,0.04846983944748776
b81464e80,-0.315739242,0.515779321,18.09090909090909,58.27272727272727,4.358814352574103,254.0,0.19444444444444445,3.4594594594594597,1.135135135135135,2.2972972972972974,2.0941176470588236,3.7864077669902914,3.021276595744681,0.3,0.1111111111111111,5.0,12,12.0,10.0,4.0,20,25,6.0,13.0,4.0,0.0,10.0,1.0,3.0,12.0,4.0,12.0,7.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.545454545454545,12.090909090909092,0.0010363671717171707,0.5555555555555556,0.0005757595398428727,0.05291493756752547,0.05297511288813837,0.052838176100461084,0.05298208011051658,0.7882896933333585
355a68dd7,-0.129758457,0.439579853,16.636363636363637,57.81818181818182,4.056603773584905,234.54545454545453,0.1891891891891892,2.8333333333333335,0.8809523809523809,1.8571428571428572,2.0526315789473686,3.74025974025974,2.808139534883721,0.09523809523809523,0.2,5.0,19,11.0,15.0,0.0,13,19,5.0,11.0,7.0,0.0,2.0,4.0,4.0,3.0,5.0,11.0,5.0,1.0,11.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.090909090909092,10.727272727272727,0.0012055709259259264,0.5833333333333334,0.0007032497067901238,0.05116459431722902,0.052024605560676486,0.6801159365400735,0.1660072850246997,0.05068757855732147
d8b60e09a,-0.769008705,0.455249357,13.9375,44.4375,4.454289732770746,197.9375,0.15517241379310345,2.943396226415094,1.0188679245283019,1.9811320754716981,1.85,3.102803738317757,2.497584541062802,0.38461538461538464,0.04,2.0,16,20.0,32.0,1.0,25,17,9.0,12.0,1.0,3.0,6.0,2.0,0.0,2.0,4.0,12.0,5.0,4.0,16.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.9375,0.0011829368595041327,0.6115702479338843,0.0007234489884570728,0.06974101693424074,0.0699292987851344,0.07523579452644132,0.7145344871300934,0.07055940262409009
74f63cb2e,0.111872653,0.466571158,21.1,89.2,4.265695067264574,380.50000000000006,0.16666666666666666,1.9473684210526316,0.7368421052631579,1.3421052631578947,1.7088607594936709,3.7459016393442623,2.945273631840796,0.2777777777777778,0.05128205128205128,1.0,11,11.0,12.0,0.0,30,21,15.0,10.0,2.0,0.0,10.0,5.0,10.0,0.0,8.0,11.0,1.0,6.0,21.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,12.9,0.0012775067961165053,0.6407766990291263,0.0008185965878028092,0.053011133108953876,0.35131570196015277,0.4896764199693666,0.05345754889030278,0.052539196071223905
7ce670150,-0.883537828,0.467569757,19.666666666666668,66.11111111111111,4.598319327731092,304.0,0.25,4.416666666666667,1.25,2.8333333333333335,2.6704545454545454,3.6125,3.119047619047619,0.16,0.36363636363636365,1.0,20,22.0,14.0,3.0,20,25,3.0,10.0,3.0,0.0,7.0,0.0,0.0,7.0,1.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.666666666666666,10.777777777777779,0.0009079218430107533,0.6989247311827957,0.0006345690300612793,0.04843818928228337,0.04990030052043506,0.14884262570665455,0.7030439175217684,0.04977496696885861
854573ece,0.925734335,0.563686245,10.65,30.45,3.8555008210180626,117.4,0.175,2.6557377049180326,0.9836065573770492,1.819672131147541,1.5268817204301075,3.62,2.61139896373057,0.9629629629629629,0.19444444444444445,1.0,19,10.0,8.0,24.0,20,33,18.0,9.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,10.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,9.1,0.0007499806792452832,0.6509433962264151,0.0004881949704521183,0.3773629820579324,0.055883462669009454,0.05389650313617522,0.45854847060004295,0.05430858153683993
cf44e1a67,0.564178555,0.486699354,21.333333333333332,85.22222222222223,3.8591916558018253,328.8888888888889,0.16363636363636364,2.466666666666667,0.7777777777777778,1.6222222222222222,3.0434782608695654,3.5604395604395602,3.300546448087432,0.16,0.07692307692307693,7.0,16,9.0,4.0,1.0,26,33,16.0,9.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,5.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.222222222222221,12.88888888888889,0.0016396251041666677,0.46875,0.0007685742675781255,0.06484351725838908,0.38746531708436405,0.4164832336479467,0.06387164757601724,0.06733628443328292
f68bdf0ac,1.01346899,0.55436269,23.0,93.55555555555556,4.171021377672209,390.2222222222222,0.17777777777777778,2.6904761904761907,0.7380952380952381,1.7142857142857142,2.237623762376238,4.536082474226804,3.3636363636363638,0.10526315789473684,0.16666666666666666,2.0,14,11.0,10.0,2.0,25,32,13.0,10.0,5.0,2.0,8.0,3.0,14.0,0.0,1.0,4.0,2.0,10.0,11.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,13.555555555555555,0.0012013397222222226,0.8055555555555556,0.0009677458873456794,0.040156742027558104,0.7041827555720419,0.17631400814153586,0.03926538926457043,0.04008110499429361
3026c751f,0.019739515,0.472477559,24.11111111111111,88.77777777777777,4.022528160200251,357.11111111111114,0.17857142857142858,3.1951219512195124,0.7073170731707317,1.951219512195122,2.739130434782609,3.849462365591398,3.235576923076923,0.3333333333333333,0.045454545454545456,0.0,36,16.0,26.0,0.0,27,24,7.0,7.0,1.0,2.0,5.0,3.0,0.0,0.0,3.0,5.0,2.0,4.0,12.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.444444444444445,12.777777777777779,0.0006383872574257429,0.7029702970297029,0.0004487672799725519,0.179721636687379,0.07076082409039414,0.586874556333907,0.09351756247221563,0.0691254204161042
41e16dfb0,0.6722925959999999,0.5273371960000001,22.77777777777778,90.44444444444444,4.135135135135135,374.0,0.175,2.5853658536585367,0.7317073170731707,1.6585365853658536,2.154639175257732,5.858585858585859,4.025510204081633,0.15384615384615385,0.28,2.0,22,18.0,19.0,0.0,21,23,6.0,7.0,7.0,3.0,1.0,7.0,2.0,0.0,4.0,5.0,0.0,1.0,13.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.333333333333334,13.222222222222221,0.0013032958423076922,0.6057692307692307,0.0007894965198594673,0.07034123089578523,0.0804242332087301,0.6769612843744532,0.10792540890839432,0.06434784261263699
cc445e16d,-0.101555009,0.49884686,10.857142857142858,32.19047619047619,3.4467455621301775,110.95238095238095,0.1346153846153846,2.557377049180328,0.8524590163934426,1.7049180327868851,2.0816326530612246,2.9908256880733943,2.5603864734299515,0.21052631578947367,0.0,1.0,15,9.0,13.0,13.0,19,21,14.0,8.0,2.0,1.0,5.0,0.0,6.0,15.0,6.0,10.0,3.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.238095238095237,7.809523809523809,0.0007355300260869567,0.7282608695652174,0.0005356577363894141,0.045106736726285984,0.8191814003041921,0.0455129449893228,0.04488245574076303,0.04531646223943624
8f3c9b36f,-0.934732434,0.470129202,13.133333333333333,39.6,3.845117845117845,152.26666666666668,0.20689655172413793,3.204081632653061,1.0,2.1020408163265305,2.1595744680851063,3.2045454545454546,2.6648351648351647,0.23076923076923078,0.0,3.0,12,3.0,0.0,18.0,13,28,12.0,7.0,0.0,0.0,10.0,0.0,1.0,34.0,4.0,12.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.2,10.266666666666667,0.0006425159210526315,0.6447368421052632,0.0004142536859418282,0.05374427327648782,0.5618814924509715,0.051869366792246234,0.2797067106134807,0.05279815686681367
a2317c5a4,-2.307657979,0.515423132,22.7,98.5,4.5218274111675125,445.4,0.2222222222222222,2.675,0.875,1.775,1.9285714285714286,3.9747899159663866,3.0506912442396312,0.058823529411764705,0.3,4.0,26,18.0,25.0,5.0,28,28,7.0,4.0,9.0,0.0,4.0,5.0,9.0,0.0,2.0,6.0,4.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,12.9,0.0010138179098360656,0.6147540983606558,0.0006232487150631551,0.05020051381256675,0.05023636806617215,0.6726411446192979,0.057043130254786904,0.16987884324717625
f4612c761,0.16998814899999998,0.5099650920000001,24.88888888888889,101.77777777777777,3.986899563318777,405.7777777777777,0.24,3.6666666666666665,0.8787878787878788,2.272727272727273,2.628099173553719,3.382978723404255,2.958139534883721,0.21875,0.3181818181818182,4.0,30,17.0,14.0,0.0,24,29,4.0,11.0,8.0,0.0,6.0,1.0,2.0,2.0,3.0,9.0,6.0,4.0,8.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,13.88888888888889,14.333333333333334,0.0013367878813559326,0.5847457627118644,0.0007816810492674521,0.1098287173902923,0.05466753862489289,0.341590991536488,0.052978529436340245,0.4409342230119866
4d7e8695a,-0.228202855,0.48808383,9.11111111111111,24.85185185185185,3.6467958271236958,90.62962962962962,0.1,2.7432432432432434,0.8243243243243243,1.7837837837837838,1.9145299145299146,3.2549019607843137,2.538812785388128,0.7586206896551724,0.0,0.0,29,5.0,12.0,19.0,22,32,19.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,7.0,13.0,6.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.222222222222222,7.0,0.0006900855154639178,0.4639175257731959,0.00032014276490594125,0.0650257196926176,0.6391139630414606,0.06279995567075569,0.1700266491548684,0.06303371244029748
069359db4,-0.078677586,0.506636952,24.875,94.5,4.185185185185185,395.5,0.1935483870967742,2.8461538461538463,0.9487179487179487,1.8974358974358974,1.9489795918367347,4.139784946236559,3.0157068062827226,0.2692307692307692,0.06896551724137931,2.0,18,11.0,26.0,0.0,23,17,9.0,14.0,2.0,0.0,3.0,0.0,5.0,0.0,7.0,14.0,4.0,6.0,9.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.5,15.0,0.0012575449056603776,0.6415094339622641,0.0008067269206123177,0.04799546977513219,0.5665926582335941,0.047636741961016305,0.046676856962120275,0.291098273068137
29e0e6f3c,-0.897239358,0.472278247,25.0,108.11111111111111,4.223021582733813,456.5555555555556,0.17647058823529413,2.59375,0.90625,1.75,2.1,4.517241379310345,3.3981481481481484,0.14634146341463414,0.5357142857142857,2.0,16,10.0,14.0,4.0,29,24,5.0,9.0,16.0,0.0,7.0,2.0,4.0,15.0,1.0,2.0,0.0,1.0,5.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777777777777779,14.555555555555555,0.0016488411980198022,0.6138613861386139,0.0010121599433388884,0.05299494734295862,0.05313548012066522,0.07247273476080698,0.2626253110412217,0.5587715267343475
48a78b891,-1.385954048,0.451437304,28.285714285714285,105.0,4.035374149659864,423.7142857142857,0.2962962962962963,4.173913043478261,1.4782608695652173,2.8260869565217392,3.0105263157894737,3.9479166666666665,3.481675392670157,0.13793103448275862,0.14285714285714285,1.0,10,8.0,14.0,11.0,34,46,4.0,15.0,2.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,14.142857142857142,0.0011303566019417474,0.5145631067961165,0.0005816398048826468,0.06494314017536204,0.06478310410723086,0.06632006170244713,0.7379943882423119,0.06595930577264812
db67bd439,-2.307499375,0.547706346,27.5,121.5,3.9691358024691357,482.25,0.2,2.5384615384615383,0.7435897435897436,1.641025641025641,2.081818181818182,3.7745098039215685,2.8962264150943398,0.1388888888888889,0.34782608695652173,5.0,32,12.0,11.0,0.0,29,38,7.0,10.0,8.0,2.0,2.0,6.0,4.0,2.0,0.0,3.0,1.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.875,13.75,0.001859736396460178,0.5398230088495575,0.0010039284972041668,0.5561064349266258,0.06875859821581255,0.23616822485213584,0.06840551229377133,0.07056122971165432
6263c49aa,-1.12417843,0.450114374,23.125,91.375,4.227086183310534,386.25,0.30434782608695654,3.7586206896551726,1.206896551724138,2.4827586206896552,3.235294117647059,2.9782608695652173,3.1016949152542375,0.03571428571428571,0.4090909090909091,1.0,26,13.0,13.0,0.0,24,24,1.0,4.0,8.0,0.0,10.0,2.0,3.0,10.0,1.0,7.0,6.0,3.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.375,14.375,0.0010503207520833329,0.5729166666666666,0.0006017462642144095,0.05493614000414472,0.05455895253615533,0.6204339910796653,0.055034845520687624,0.21503607085934695
871c880aa,-0.87656742,0.460564468,27.375,122.375,3.9836567926455566,487.5,0.23076923076923078,3.1818181818181817,1.1818181818181819,2.1818181818181817,2.011111111111111,3.644628099173554,2.947867298578199,0.23076923076923078,0.08,0.0,21,14.0,20.0,5.0,29,24,5.0,9.0,2.0,2.0,12.0,1.0,2.0,15.0,3.0,4.0,1.0,5.0,9.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.125,13.0,0.0010986234951456313,0.5048543689320388,0.0005546448713356585,0.7601435807052236,0.059086519909506356,0.061326836647614014,0.06025204450442155,0.05919101823323455
518a0eb0e,-1.300679398,0.47544936,19.90909090909091,72.0,4.013888888888889,289.0,0.24242424242424243,3.0930232558139537,1.186046511627907,2.13953488372093,1.6043956043956045,3.9401709401709404,2.918269230769231,0.17857142857142858,0.10714285714285714,1.0,33,10.0,14.0,1.0,20,45,5.0,4.0,4.0,0.0,6.0,3.0,1.0,0.0,6.0,8.0,1.0,1.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.909090909090908,11.363636363636363,0.0006347709433962266,0.6509433962264151,0.0004131999537201852,0.4264655233843532,0.05377444111232062,0.41204933890964296,0.05326510249891816,0.05444559409476511
02b5f24ae,-0.592005772,0.4736375920000001,14.0,47.375,3.9683377308707124,188.0,0.1111111111111111,2.8333333333333335,0.8333333333333334,1.8333333333333333,2.0096153846153846,3.6826923076923075,2.8461538461538463,0.375,0.10526315789473684,4.0,19,5.0,18.0,20.0,19,22,11.0,9.0,4.0,3.0,9.0,0.0,2.0,12.0,12.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.75,9.25,0.001026845117647059,0.6666666666666666,0.0006845634117647059,0.053940024827676195,0.7853468750475466,0.05360144448726607,0.05296624184241025,0.05414541379510081
ec387c953,-1.0453398740000002,0.490781025,21.363636363636363,88.18181818181819,4.808247422680412,424.0,0.14285714285714285,2.7209302325581395,0.8604651162790697,1.7906976744186047,2.4157303370786516,3.8814814814814813,3.299107142857143,0.02,0.09375,0.0,18,26.0,14.0,21.0,23,24,1.0,4.0,2.0,0.0,11.0,3.0,3.0,21.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.818181818181818,11.454545454545455,0.0003553597169811322,0.7547169811320755,0.00026819601281594883,0.057481891069888436,0.0562265923168922,0.05658154259265009,0.056539295870609914,0.7731706781499594
cf08f83fb,-2.319747409,0.54037471,29.285714285714285,115.42857142857143,4.205445544554456,485.4285714285715,0.25806451612903225,3.925925925925926,1.2592592592592593,2.5925925925925926,2.377551020408163,4.73,3.5656565656565657,0.0625,0.3333333333333333,1.0,26,13.0,14.0,0.0,27,31,2.0,11.0,7.0,1.0,4.0,2.0,0.0,9.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.285714285714286,14.571428571428571,0.0011816470765306127,0.5408163265306123,0.0006390540311849233,0.06547507591270715,0.06632084147182396,0.06564246278677048,0.06534882381132555,0.7372127960173729
383d1fd4a,-0.453465075,0.493952925,16.571428571428573,61.92857142857143,4.350634371395617,269.42857142857144,0.17777777777777778,3.1041666666666665,0.6875,1.8958333333333333,2.2983870967741935,3.393617021276596,2.770642201834862,0.1935483870967742,0.1,4.0,20,14.0,22.0,0.0,22,30,7.0,20.0,5.0,0.0,5.0,1.0,2.0,2.0,3.0,7.0,2.0,5.0,15.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.714285714285714,11.571428571428571,0.001089257070866142,0.6377952755905512,0.0006947230137020276,0.0680061044910604,0.06258236202305702,0.7280675527464631,0.0586027101803754,0.08274127055904403
3423fc4ea,0.435490337,0.52921041,19.416666666666668,71.08333333333333,3.8546307151230947,273.99999999999994,0.11428571428571428,2.9130434782608696,0.9130434782608695,1.9130434782608696,1.8235294117647058,3.9243697478991595,2.9547511312217196,0.15384615384615385,0.1111111111111111,1.0,19,11.0,17.0,1.0,26,24,18.0,7.0,4.0,0.0,8.0,3.0,6.0,0.0,2.0,11.0,5.0,8.0,13.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,12.25,12.166666666666666,0.0011214035454545454,0.5545454545454546,0.0006218692388429752,0.05011900731302366,0.7826590151100351,0.06351914881320789,0.05117617686958629,0.05252665189414709
f8a732236,-0.898352605,0.462964205,10.277777777777779,28.11111111111111,3.675889328063241,103.33333333333333,0.16666666666666666,2.769230769230769,1.1153846153846154,1.9423076923076923,1.6164383561643836,3.4148936170212765,2.62874251497006,0.26666666666666666,0.09375,1.0,18,11.0,3.0,20.0,13,21,10.0,6.0,3.0,0.0,4.0,0.0,4.0,13.0,3.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222222222222221,8.166666666666666,0.0007826811604938276,0.7037037037037037,0.0005507756314586194,0.79918377107303,0.050583489177835714,0.04918898099599702,0.05079481368691143,0.05024894506622583
4223ee1bb,-0.091202393,0.509992317,12.277777777777779,39.94444444444444,3.3616133518776077,134.27777777777777,0.14814814814814814,2.792452830188679,1.1320754716981132,1.9622641509433962,2.0,3.0535714285714284,2.58128078817734,0.4666666666666667,0.125,1.0,14,5.0,10.0,21.0,16,24,13.0,17.0,4.0,1.0,5.0,1.0,1.0,13.0,7.0,11.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.277777777777779,9.222222222222221,0.0013143158709677414,0.6344086021505376,0.0008338132944849113,0.05946855533808595,0.29498125640208483,0.05685460822953814,0.529731398519452,0.058964181510839195
99f2949e4,0.324048269,0.474581205,12.375,43.5,4.0,174.0,0.08064516129032258,1.75,0.9833333333333333,1.3666666666666667,1.375,3.406779661016949,2.6923076923076925,0.0,0.030303030303030304,4.0,6,16.0,41.0,0.0,17,17,12.0,2.0,2.0,0.0,10.0,0.0,3.0,0.0,9.0,11.0,0.0,4.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,9.1875,0.0004937126052631578,0.6140350877192983,0.0003031568628808864,0.05886234393042118,0.7544238616000494,0.06205207732814467,0.059604080858091164,0.06505763628329368
